"ID" "GSM2500349"	"GSM2500350"	"GSM2500351"	"GSM2500352"	"GSM2500353"	"GSM2500354"	"GSM2500355"	"GSM2500356"	"GSM2500357"	"GSM2500358"	"GSM2500359"	"GSM2500360"	"GSM2500361"	"GSM2500362"	"GSM2500363"	"GSM2500364"	"GSM2500365"	"GSM2500366"	"GSM2500367"	"GSM2500368"	"GSM2500369"	"GSM2500370"	"GSM2500371"	"GSM2500372"	"GSM2500373"	"GSM2500374"	"GSM2500375"	"GSM2500376"	"GSM2500377"	"GSM2500378"	"GSM2500379"	"GSM2500380"	"GSM2500381"	"GSM2500382"	"GSM2500383"	"GSM2500384"	"GSM2500385"	"GSM2500386"	"GSM2500387"	"GSM2500388"	"GSM2500389"	"GSM2500390"	"GSM2500391"	"GSM2500392"	"GSM2500393"	"GSM2500394"	"GSM2500395"	"GSM2500396"	"GSM2500397"	"GSM2500398"	"GSM2500399"	"GSM2500400"	"GSM2500401"	"GSM2500402"	"GSM2500403"	"GSM2500404"	"GSM2500405"	"GSM2500406"	"GSM2500407"	"GSM2500408"	"GSM2500409"	"GSM2500410"	"GSM2500411"	"GSM2500412"	"GSM2500413"	"GSM2500414"	"GSM2500415"	"GSM2500416"	"GSM2500417"	"GSM2500418"	"GSM2500419"	"GSM2500420"	"GSM2500421"	"GSM2500422"	"GSM2500423"	"GSM2500424"	"GSM2500425"	"GSM2500426"	"GSM2500427"	"GSM2500428"	"GSM2500429"	"GSM2500430"	"GSM2500431"	"GSM2500432"	"GSM2500433"	"GSM2500434"	"GSM2500435"	"GSM2500436"	"GSM2500437"	"GSM2500438"	"GSM2500439"	"GSM2500440"	"GSM2500441"	"GSM2500442"	"GSM2500443"	"GSM2500444"	"GSM2500445"	"GSM2500446"	"GSM2500447"	"GSM2500448"	"GSM2500449"	"GSM2500450"	"GSM2500451"	"GSM2500452"	"GSM2500453"	"GSM2500454"	"GSM2500455"	"GSM2500456"	"GSM2500457"	"GSM2500458"	"GSM2500459"	"GSM2500460"	"GSM2500461"	"GSM2500462"	"GSM2500463"	"GSM2500464"	"GSM2500465"	"GSM2500466"	"GSM2500467"	"GSM2500468"	"GSM2500469"	"GSM2500470"	"GSM2500471"	"GSM2500472"
"RP4-635E18.8"	7.46	7.0227	7.1494	7.3231	6.891	7.441	7.1037	7.625	7.3882	6.72	7.1067	7.0293	7.4123	6.984	7.1541	6.8988	6.9662	7.127	7.3096	7.2237	6.5219	7.1186	6.9667	6.6478	6.3454	6.3235	6.7736	6.5024	6.5189	6.5625	6.1476	7.3842	6.6176	7.3145	6.6131	7.1052	6.4832	6.7644	6.0591	6.6306	6.4172	6.6436	6.7396	7.5172	7.0452	7.309	5.8292	6.546	6.6036	7.4975	6.577	6.7725	6.8571	6.8691	6.823	6.994	6.5485	6.8048	5.9045	6.8323	6.8048	6.4978	6.8281	6.3976	6.86	6.9991	6.9866	6.8125	6.912	7.3238	6.3233	6.7301	6.7555	6.5394	6.5671	6.7001	6.9327	6.9185	5.9907	5.808	6.297	6.4142	6.7733	7.0641	7.0257	6.696	6.5282	7.388	5.5151	7.1706	7.6621	7.4207	6.5999	6.6488	6.547	6.557	6.796	6.8521	6.5921	6.079	7.0968	7.1141	6.8639	6.9698	7.0445	7.2065	7.2519	7.0174	6.8932	7.2032	7.1679	7.6381	7.0052	6.9272	5.8242	6.0176	5.9995	6.8189	6.6983	6.4084	6.8552	6.878	5.4915	6.3502
"RP4-647C14.3"	5.247	5.4718	4.6289	6.0582	5.0456	5.2632	5.3335	5.7692	6.0083	4.7178	5.707	5.7095	5.5698	5.5655	5.2411	5.2264	5.4949	5.5595	5.7855	5.6108	5.8008	5.0103	6.2867	6.5677	6.0416	6.0427	6.2903	6.3564	4.1239	5.8481	5.3473	6.7648	6.3215	6.2109	6.1115	6.5819	5.9795	5.4423	6.1248	6.8791	6.2792	6.0179	6.0292	6.17	6.1964	6.527	5.5447	5.8471	5.9814	6.4609	6.417	5.8345	6.2288	6.3948	6.0668	6.0757	6.0408	6.5419	5.1489	6.4225	5.6534	6.7382	6.0393	5.4576	5.8598	6.6812	5.1143	5.1533	6.3304	5.7075	6.2898	6.4661	5.9929	5.6897	6.7177	5.418	6.2381	6.6783	5.3358	5.3463	5.8735	6.0602	6.5173	6.6621	5.9379	6.5018	5.6472	6.226	5.9836	6.4982	6.2899	6.4947	6.1152	6.3342	5.2161	6.3511	5.9788	6.3114	6.469	6.5726	5.4084	5.9199	6.8563	6.633	5.64	7.1274	6.4631	6.5844	6.6799	6.6387	5.9901	6.1032	6.6171	6.7255	6.0022	5.3214	4.3951	6.0423	5.5622	6.1341	5.9584	6.2334	5.1142	6.3645
"RP4-657D16.3"	6.702	6.9313	5.6066	6.8016	6.6267	6.1873	6.1287	6.7891	6.8141	6.0691	6.5993	6.4798	6.8281	6.298	6.4844	6.5163	6.5312	6.4043	6.7638	6.5148	6.6078	6.3747	7.3342	7.4145	6.6851	6.8281	7.108	7.0473	5.8392	6.4678	6.543	7.1701	7.1484	7.1112	7.0455	6.9376	6.7212	6.6677	7.2658	7.1955	7.045	6.5119	7.2468	6.8984	6.6636	6.9366	7.184	6.8555	6.755	6.9277	6.9519	6.191	6.8403	7.0199	7.1097	7.0439	7.095	7.017	6.3415	7.4555	6.9464	6.9211	6.6726	6.226	6.949	6.8238	6.3912	6.1937	6.5845	6.6307	7.0208	7.0847	6.9494	6.562	7.1071	5.8739	7.0806	7.2345	5.8555	6.1251	7.0534	7.1066	6.9875	7.2058	6.8901	7.1179	6.9137	6.7843	6.4816	6.9924	7.1424	7.5506	6.9055	7.0148	6.7283	7.2557	6.6644	7.2217	7.2887	7.5495	6.7348	6.796	7.2624	6.9732	7.049	7.2191	7.3818	7.4052	7.2299	7.0486	6.9783	7.0141	7.3401	7.3039	6.8765	6.6955	6.554	6.8625	6.991	7.0055	6.8518	6.9392	6.6863	6.789
"RP4-676L2.1"	3.0504	2.8463	2.9482	2.7326	3.2045	3.057	2.8219	2.6231	2.9175	3.5863	2.7878	3.2524	2.9155	2.9939	3.0415	2.8108	2.6614	2.9594	3.0595	2.9054	2.7691	2.8217	2.8312	3.4786	3.3564	3.2611	3.4939	2.9877	3.1003	3.1573	3.0654	3.2479	2.7078	2.61	3.4458	2.8676	3.3533	3.1792	3.2009	2.7762	2.7433	3.0787	2.863	2.7341	3.1012	2.7965	2.8949	2.9847	3.2577	2.9997	2.9135	3.1386	2.4001	3.0184	2.8585	3.5111	3.5526	2.9441	3.1192	3.1044	3.1063	2.9412	3.0221	3.0221	2.9441	3.3258	3.3331	3.3517	3.2209	2.3719	3.0221	2.5931	2.9568	2.9889	3.0159	3.2504	2.9371	3.1842	3.7206	3.3891	3.1051	2.7989	2.9725	3.2232	2.8417	3.1883	2.6784	2.9862	3.4387	2.8944	2.6351	2.8417	2.5012	2.9492	2.6727	2.9904	2.9886	3.0044	2.7316	2.943	2.9244	2.9983	2.7504	2.7881	2.6582	3.309	2.7366	3.2051	2.8327	3.3098	2.8911	2.8826	2.8173	3.4378	3.0586	3.3978	3.1518	2.7599	2.7166	3.0123	2.9427	2.8949	3.2455	2.8268
"RP4-680D5.8"	5.3165	5.8295	6.808	6.0531	5.1264	6.1841	5.9288	5.7817	6.3075	6.0719	6.11	6.2703	5.9249	6.0134	5.805	5.024	5.7255	5.774	6.182	5.9792	5.5968	6.5023	5.497	5.4655	5.4071	5.2197	5.7028	5.1411	5.3193	5.6107	4.7889	5.2135	5.1929	4.7791	5.0628	4.5599	5.2569	5.4173	4.3694	5.4702	5.3768	4.716	5.3886	6.0235	5.2489	4.8347	4.5558	4.92	5.162	4.7539	4.786	4.7748	5.0918	5.7679	5.6883	4.8977	5.0651	5.1738	4.7187	5.297	5.366	5.3337	4.9067	5.0675	5.2648	5.2904	5.1375	5.6099	5.2544	5.3144	5.3739	5.0928	5.3712	4.772	5.587	6.0022	5.3704	5.4573	5.0794	5.001	5.1752	5.0616	4.9837	5.0551	5.7352	5.2002	5.2472	5.34	5.2135	5.4974	5.1177	5.4306	5.3593	5.409	5.4521	4.8407	5.5345	5.4983	5.1071	4.8527	5.8354	5.2298	5.138	4.8107	5.173	4.8898	5.0229	5.1137	5.5684	5.6375	5.533	5.1781	5.2483	5.1995	5.1379	5.1291	5.7169	4.8319	5.3139	5.4923	5.3641	4.8082	5.1575	4.8076
"RP4-740C4.7"	4.403	3.961	4.3806	4.0336	3.4911	4.1658	4.036	4.5738	3.8386	3.809	3.732	3.8529	3.8416	3.8594	4.6138	4.1671	3.7869	3.9456	4.315	4.01	3.8025	4.0664	3.7393	4.0621	3.5043	3.2359	3.968	4.0334	3.3392	3.9193	4.014	3.2119	3.9947	3.6855	3.4686	4.141	3.575	3.575	4.0043	3.5633	3.5664	3.7864	3.2738	4.8345	3.9471	4.1892	3.4807	4.053	3.8407	3.5633	3.6752	4.0747	4.1513	3.9252	3.6288	4.2252	3.3742	2.9478	3.8055	3.8977	3.7864	3.9327	3.9337	3.4455	3.9241	3.3224	3.7864	3.7864	3.919	4.4662	3.7864	3.5626	3.8862	3.5952	3.8121	3.326	3.6931	4.1251	3.5976	3.5952	3.4794	4.1525	4.0327	4.0281	3.691	4.0593	3.9264	3.8383	3.365	4.4719	3.9767	4.2204	3.6063	3.9044	3.7341	2.9993	3.127	4.0402	4.1494	3.6877	4.0493	4.3539	3.5754	3.3328	3.5568	3.973	3.4096	3.8645	4.4308	3.6934	3.98	4.1133	4.2078	3.6559	3.3662	3.699	2.9544	3.8085	3.0867	3.6381	3.6613	3.9469	3.6766	4.1531
"RP4-742J24.2"	2.8231	2.5873	2.5873	2.4438	2.7574	2.348	2.7086	2.7219	2.8155	2.5373	2.5723	3.3394	2.2028	2.908	2.9463	2.5639	2.2993	2.871	2.6958	2.6487	2.6172	2.9645	2.9539	2.7526	2.8755	2.4732	3.1093	2.0209	3.766	3.0989	2.689	2.6312	2.7334	2.8266	2.8548	2.6952	2.3492	2.7981	2.5208	2.5706	3.0893	3.0396	3.2493	2.5374	2.6952	2.7873	2.9377	2.9486	2.6032	3.1085	2.697	2.5114	2.6452	2.7242	3.5013	4.092	2.9608	2.5935	2.7893	3.1282	2.8784	2.739	2.1177	2.67	3.0274	2.4427	2.7867	2.6519	2.3698	2.4659	2.9182	3.3428	2.8449	3.0918	2.8534	2.2813	2.7749	2.7649	3.2645	3.6362	2.6025	2.8984	3.1526	3.7456	2.39	2.6626	2.5905	2.6653	2.5081	2.6626	3.4738	2.8321	4.1605	2.857	2.8279	3.2875	3.9297	3.5558	2.5777	2.4311	2.8018	3.0485	2.8187	2.8461	3.0251	2.645	2.547	2.5954	3.4551	3.2959	3.9537	2.944	2.6681	2.8804	2.7575	2.8321	3.0989	2.7157	3.3796	3.0823	2.7132	2.8646	2.8989	3.008
"RP4-773N10.4"	4.9037	5.4062	4.8686	5.1816	5.0239	5.4672	5.9216	5.3268	5.5151	5.5789	5.3307	5.5505	4.9037	4.7743	5.3458	5.056	5.3775	5.5713	5.4941	5.7085	4.9497	4.8014	5.0464	5.1799	4.9777	4.6343	4.9784	5.0785	4.9638	5.2367	4.7949	5.0015	4.4642	4.8051	5.3791	5.1678	5.1009	5.0981	4.8426	5.138	5.1196	5.0606	5.7555	5.8053	5.1143	5.4953	5.0548	5.2435	5.1037	5.028	5.1411	4.9316	5.2831	5.4883	4.7527	4.8413	4.833	5.1272	4.6373	5.4293	5.0606	5.5596	5.0606	4.9534	5.315	4.8775	5.6629	5.1455	5.1988	5.185	4.6075	4.9367	5.0266	5.2191	4.9639	5.1131	5.0521	4.5987	5.5175	4.937	4.6681	5.0722	4.7231	5.5136	4.8783	5.1544	4.7914	5.0427	4.4371	5.0526	5.0407	5.6302	5.0109	4.7079	4.7197	4.95	4.4178	5.1895	4.8011	4.3745	4.8254	4.9073	4.5246	4.9485	5.3056	5.4014	4.9674	5.2944	5.3154	5.1327	5.8221	5.2927	5.1947	5.0513	5.0407	4.8217	4.4958	4.6791	5.3687	5.0234	5.0468	5.3868	5.0077	4.977
"RP4-781K5.2"	5.0813	5.37	5.6603	5.7115	5.2969	5.3742	5.0891	5.7399	5.217	5.1144	5.8971	5.0861	5.3493	5.2579	5.5175	4.9338	5.3128	4.983	5.6736	5.4816	5.7003	5.961	5.4752	5.5265	4.9851	5.2173	5.4669	5.4224	5.4564	4.9273	4.6494	5.3578	4.8636	5.7178	5.084	5.1035	5.7311	5.6967	5.5348	5.8265	6.3075	6.1522	5.1094	4.7095	4.9451	5.3174	5.7536	5.6005	5.3544	5.2339	5.2008	5.3038	5.2076	5.7801	5.2338	5.4773	5.1755	5.7599	4.7383	5.0851	5.2959	5.2796	5.5223	5.2425	4.8732	5.4089	5.1625	5.1177	4.8415	4.9152	5.0228	5.1215	4.9348	4.846	4.9859	5.3439	5.3732	5.9257	4.8256	4.685	5.0393	5.4573	4.9997	4.9933	5.7324	5.5478	5.3865	5.566	6.159	5.4802	5.7845	5.0087	5.6049	6.3349	4.9805	5.3629	5.7239	4.7849	5.4565	5.9017	5.5429	5.5807	5.4284	5.3806	5.546	5.3613	4.9684	5.0929	4.872	5.2633	6.0093	5.0079	5.1368	5.4423	6.1754	6.1501	6.0814	5.3608	5.86	5.6536	5.429	5.5536	5.9011	5.2539
"RP4-794H19.1"	5.1517	4.9507	5.0488	4.7327	5.1107	4.851	4.7783	4.8527	5.0078	4.6773	4.9069	5.0266	5.0069	5.0411	4.8562	5.1511	5.0605	4.6425	4.9543	5.1545	5.3062	5.3122	4.9255	5.5234	4.943	5.3979	5.3322	5.1147	5.2984	4.7384	5.3023	5.1514	4.9946	5.1675	5.056	5.1417	5.2386	4.9266	5.3255	5.0756	5.4861	4.8682	4.956	4.881	5.0242	5.3579	4.6616	5.0387	4.8831	4.882	5.1914	5.2826	5.4028	4.9822	5.2386	5.2302	5.0876	5.4637	5.2096	5.0638	5.2913	5.2639	5.0169	5.1463	5.4656	5.2531	4.8456	5.0791	5.3178	5.2097	5.4141	5.1105	4.9392	5.162	4.9348	5.0445	5.1215	5.2619	5.0032	5.1273	5.1484	5.1288	5.2905	5.4793	5.4521	5.4776	5.1543	5.056	5.2765	5.1076	5.0253	5.3474	4.885	5.3087	5.4197	5.5143	5.2555	5.1281	5.0006	5.4653	5.1935	5.4562	4.8631	5.1684	5.3463	5.3294	5.2864	5.3613	5.1531	5.0632	5.1712	5.0171	5.1537	5.4317	4.7241	5.4908	5.429	5.5556	5.1564	5.2328	4.8841	5.1475	5.0759	5.5843
"RP4-798A10.7"	4.6908	4.6178	4.9682	4.4814	4.5491	4.6797	5.0851	4.6416	4.7032	4.7753	4.5324	4.3452	4.3523	4.8312	4.5688	4.6812	4.9277	5.1549	4.7437	4.8324	4.3573	4.4664	4.3215	4.4923	4.498	4.6318	4.5152	4.5708	5.2483	5.1515	5.3881	4.7625	4.2935	4.3155	4.8955	5.0499	4.548	4.5963	4.7779	4.7981	4.5509	4.6312	4.2133	4.9849	4.7129	4.7372	4.5989	4.8493	5.2353	4.8359	4.9356	4.5897	4.5001	4.4737	4.6172	4.6082	4.4388	4.9499	4.9422	4.7283	4.6312	4.4231	4.5509	4.8085	5.039	4.673	5.2164	5.1811	4.6025	4.5702	4.5263	4.7773	4.5248	5.0595	4.5159	5.1193	4.6662	4.4938	5.1372	5.1955	4.1367	4.9159	4.6843	4.8555	4.5165	4.5778	4.6033	4.4246	4.6244	4.8924	4.7873	4.0915	4.3274	4.681	4.6785	4.4272	3.9791	4.5828	4.7138	4.7685	4.4019	4.7819	5.0167	4.9455	4.5865	4.7565	4.5221	4.8219	4.7898	4.6538	4.2749	4.6446	5.193	4.7953	4.3605	5.0306	4.7155	4.4648	4.3954	4.3898	4.7859	4.419	4.5141	4.7034
"RP5-1007H16.1"	1.817	2.3789	1.7459	2.0282	1.7109	2.0204	2.0378	1.7871	1.9056	1.841	1.6671	2.5774	1.817	1.7459	1.7109	2.1155	1.7109	2.2598	1.8071	1.705	1.8742	2.1764	1.8119	1.7899	2.1936	2.107	2.2922	1.2844	2.6434	1.6982	2.2705	1.8119	1.6982	2.1599	1.8119	1.9376	1.66	1.8625	1.8492	1.88	1.8222	1.8222	1.6708	1.66	1.8119	1.8119	1.8752	1.751	1.8492	1.8492	2.9642	1.66	2.2743	1.8492	1.6681	1.6547	1.1526	1.751	1.8492	1.5287	1.8222	1.8222	1.9446	1.8387	1.751	1.751	1.8222	1.8222	1.751	2.0324	1.3751	1.8443	2.1003	2.1263	1.7111	1.7111	1.8361	2.0201	1.8739	2.3037	1.8185	1.6986	2.5693	2.0301	2.0389	1.8284	1.7288	1.9728	1.6982	2.4114	2.6403	2.2076	1.4848	1.9434	2.3264	1.8708	2.1834	1.3129	1.7572	1.7572	1.8899	2.2801	1.7291	1.6462	1.8591	1.8758	1.6462	1.6859	2.2501	2.0784	1.7769	1.7572	1.9464	1.8076	1.7114	1.5753	1.8573	1.3987	1.4828	0.7694	1.9303	1.6451	2.2846	1.7459
"RP5-1027O15.1"	3.8283	3.0816	3.1935	2.7401	3.698	3.5451	3.8834	3.3347	3.0332	3.7385	2.8554	2.5562	2.8409	3.0325	2.777	3.3858	3.1763	3.4861	3.4313	3.2296	2.9149	2.93	2.8345	3.1722	3.7318	2.9466	2.889	3.0979	2.4455	3.8095	3.6077	3.1513	3.6577	3.1653	2.8605	3.3399	3.5306	2.8511	2.9983	3.3461	2.4503	3.5888	3.4357	2.9694	3.5722	3.5818	2.9361	3.1655	3.5862	3.2969	3.3846	3.852	3.4722	2.5771	3.0619	3.1662	3.0139	3.1064	3.4861	3.5539	3.3494	3.0394	3.0937	2.8582	3.2316	3.44	3.4466	3.4515	2.9723	3.3628	3.1083	3.4513	3.4064	3.7912	3.2354	3.8218	3.4453	3.2335	3.8083	3.8322	2.9725	3.0359	2.8182	3.1761	2.9815	3.0319	3.4489	2.6658	3.2062	3.3327	3.1662	2.9614	2.6719	2.8423	3.4414	3.1351	2.928	2.879	3.6689	3.0892	2.8328	2.4479	2.81	2.9767	3.3928	3.1016	3.0791	3.6382	3.3025	3.2462	3.6577	3.0185	3.3443	3.1426	3.2696	2.8822	2.5475	3.0212	2.5782	2.4988	3.3958	2.7366	2.4126	3.2322
"RP5-1031D4.2"	5.2578	5.1526	5.1283	5.1905	5.2491	5.3218	5.438	4.9882	5.1764	5.2749	5.1664	5.0844	5.09	5.2288	4.7572	5.3643	5.0584	5.0744	5.1882	4.8514	5.1166	5.2146	4.7767	4.8414	5.5142	5.6826	5.4029	5.4331	5.9947	5.1689	5.5224	5.179	5.1728	5.1913	5.0851	5.317	5.5228	5.1597	5.0311	5.5433	5.1524	5.4772	5.0348	5.0502	5.2394	5.2475	5.4004	4.7598	5.1795	5.2486	5.2315	5.3381	5.1654	5.2917	5.277	5.0632	5.2581	5.4944	5.2464	4.8604	5.3151	5.154	5.2359	4.8888	5.127	5.2998	5.2359	5.2554	4.9357	5.5255	5.2359	5.4585	5.3991	5.6761	5.0378	5.648	5.2121	4.8134	5.1123	5.5389	5.2796	5.0871	5.1547	5.2147	5.0456	5.1311	5.0546	5.1573	5.2286	5.2462	4.7137	4.8587	5.1405	4.9278	5.5066	5.2661	4.8663	5.1496	5.1847	5.5077	5.4464	5.351	5.2372	5.0235	5.0701	5.0991	5.3622	5.1362	4.6972	5.361	4.9586	5.0591	5.1187	5.4352	5.3025	5.1487	5.2848	4.8627	5.0423	5.0277	5.0249	4.8743	4.5347	5.3753
"RP5-1039K5.16"	3.6822	3.9205	4.2012	4.087	4.0453	4.0951	4.2313	4.0281	4.1594	3.882	3.7924	3.9519	3.657	4.252	3.9063	3.7722	4.0435	4.3608	3.9395	4.1389	3.7322	4.3408	4.0636	3.881	3.5146	4.2619	3.9884	4.2588	4.2059	4.0571	4.4368	3.7636	3.9526	4.3653	4.0558	3.8098	4.239	4.0594	4.4405	4.5732	4.3309	4.1788	4.0174	3.6297	3.9457	4.1526	4.2727	3.6479	4.0897	3.6826	4.0594	4.1547	3.9168	4.0862	3.9955	4.1887	3.7728	4.4097	3.6126	4.0589	4.256	4.1679	3.9152	3.972	3.9838	4.2319	3.6902	3.8085	4.3777	3.8047	4.2004	4.0933	3.8758	4.3455	4.3049	4.1779	4.217	4.4108	4.2215	4.0918	4.3386	3.9219	4.1573	3.8429	4.0604	4.0832	4.1069	4.0702	4.2092	3.563	3.7294	4.042	4.0316	4.1886	3.9822	3.7155	3.9656	4.0103	3.8251	4.1683	4.1108	4.1845	4.2618	3.9297	3.876	4.107	3.6294	3.8943	4.0422	4.4825	4.1968	3.5615	4.091	4.1245	4.067	3.9954	4.1232	4.2036	3.5636	3.7821	4.2104	4.0254	3.8983	4.2556
"RP5-1039K5.17"	4.0226	3.8148	3.8801	4.0623	4.6251	4.2475	4.3727	3.9232	4.5255	4.3818	4.8567	3.5661	4.3476	4.0835	3.86	4.7327	3.7324	4.0753	4.0182	4.5226	3.5339	4.003	3.5841	3.8569	4.4321	4.3535	4.124	3.7231	4.9407	3.9654	4.6277	3.8366	4.0383	3.825	3.8261	3.8366	4.0013	4.0713	4.2194	3.6982	3.7833	4.0565	4.3506	4.5059	3.9864	3.6703	4.5063	4.2057	4.6197	4.9065	3.5418	4.5349	4.337	3.8531	3.4696	3.9422	3.4917	4.5159	4.7671	4.3393	4.0565	3.9908	4.1394	3.7511	4.3619	4.2084	4.0565	4.3919	3.0015	4.0469	4.2195	4.0565	4.1712	4.4759	3.8637	4.8891	4.2311	3.7577	3.8119	4.2152	3.8487	3.6628	3.7922	4.1891	3.5823	3.3289	4.0499	4.0998	3.9723	3.3143	4.8253	4.414	3.6715	4.1224	4.8746	4.0696	3.562	4.1314	3.6767	4.1676	3.8112	3.5711	3.8565	4.085	4.2638	3.5743	4.0016	3.3366	4.3865	4.155	4.7699	4.8523	4.2478	4.0675	3.6123	3.6622	4.6849	3.6119	4.7459	3.6562	3.864	3.5753	4.5579	4.0016
"RP5-1065J22.8"	4.6006	4.6998	4.3099	4.6577	4.8727	4.3119	4.5662	4.8323	4.7257	4.4603	4.9662	4.5262	4.4894	3.8035	4.8732	4.3686	4.5498	4.6366	4.8333	4.4776	3.8757	4.2452	5.0297	5.2967	4.5271	4.5166	5.2181	5.0567	5.0084	5.015	4.9576	5.1851	5.6381	5.4852	5.4205	5.1997	4.9747	5.0429	5.7244	5.5377	4.6079	4.4777	5.0174	5.1724	5.1494	4.8266	4.6303	5.5358	4.8893	4.7362	5.0455	4.8996	4.6869	5.2466	5.1652	5.4212	5.5789	5.211	4.9394	5.3695	5.277	5.2347	5.5732	4.7962	5.0725	5.3112	5.0709	5.1324	4.9416	4.7376	5.4017	5.2455	4.8723	4.5743	4.9605	4.5083	5.3592	5.3698	4.494	4.6692	5.2206	4.6735	4.8124	5.4001	5.2533	5.4712	5.0967	5.3889	4.63	5.2666	5.7233	5.6724	5.0091	5.0408	4.6584	5.155	5.7311	5.5031	5.3307	5.2024	4.9264	5.4273	5.8806	5.3179	5.1808	5.5859	5.1055	5.095	5.4533	5.0934	5.9097	5.1232	5.5237	5.4561	5.1676	4.9724	5.4203	5.2424	4.9531	5.5707	4.6608	5.0089	4.3577	5.4922
"RP5-1068B5.3"	4.2347	4.2477	4.7397	4.3473	4.1593	4.609	4.2943	4.1734	4.5388	4.0966	4.6542	4.9366	4.4056	4.4349	4.1813	4.0024	4.4918	4.4869	4.3986	4.4306	4.078	4.1236	3.5845	3.898	3.9747	4.17	4.0154	3.963	3.2559	4.6049	3.9377	4.0263	4.4774	4.2101	3.9828	4.3285	3.7754	3.769	3.6181	4.2706	4.3072	3.8727	4.5707	4.3415	4.6616	4.0898	3.6353	4.0118	4.1486	4.6018	5.0188	3.901	4.2206	4.074	3.6936	4.0828	3.7396	4.092	3.7664	4.1601	3.8165	4.3504	4.096	3.6606	4.4587	4.0947	4.7234	4.3869	4.2688	4.11	4.1988	4.1988	4.2767	3.8546	4.0105	4.304	4.019	3.9687	4.5753	4.585	3.5828	3.6249	4.3875	4.096	3.8749	3.6042	4.05	4.1297	4.0948	4.1684	4.1146	4.2202	3.8806	4.2385	4.0605	3.6085	3.699	4.1393	3.7739	4.1848	3.9245	4.0358	3.7354	4.0212	4.3193	4.6061	3.7861	4.0041	3.8123	4.2116	3.4136	4.0015	4.136	3.9766	3.7473	4.2784	4.3615	3.8821	3.9349	4.6469	4.2318	4.096	3.8766	4.1857
"RP5-1074L1.4"	4.3071	5.122	5.018	5.0651	4.4007	4.7928	3.9761	4.4512	4.6283	4.0414	4.5863	5.128	4.7268	4.8773	5.169	4.4636	4.0919	4.3805	4.6915	5.2563	4.4793	4.5196	4.9544	5.0828	4.5019	4.1906	4.8592	4.7704	4.1343	4.4213	3.369	4.7309	4.9985	4.7414	4.2516	4.7018	4.5022	4.7581	3.8461	3.7959	4.7745	4.8548	3.5228	5.0599	4.6457	4.6759	4.658	4.4475	5.0674	4.6886	4.663	4.3973	5.0941	4.8109	5.0382	5.0809	4.713	3.885	3.9188	4.86	3.6552	4.7286	4.9711	4.1543	3.7669	4.003	4.5431	4.2158	4.0264	4.8021	5.347	4.7494	4.5006	4.5881	4.0496	4.3132	4.421	4.5674	4.5116	4.468	4.5228	4.8023	4.7825	4.7581	5.2347	4.9089	4.8297	4.6695	4.8937	4.6632	5.473	4.9726	5.7913	5.0764	4.8388	4.7215	5.4371	5.3832	4.4232	4.9473	5.0036	5.0805	4.7553	4.7314	4.8923	5.2277	4.5695	4.9721	5.3323	5.2043	5.311	5.6713	4.5798	4.3671	4.5226	4.4586	4.7344	5.7324	4.7591	4.5128	4.6009	4.073	6.0269	4.6827
"RP5-1085F17.3"	8.0026	8.3121	8.1907	8.2311	7.7637	7.931	7.6053	8.1156	8.1006	7.7074	7.8886	8.2392	8.23	8.0028	7.9084	7.8509	7.9284	7.905	8.05	8.1469	7.8501	7.9351	8.3525	8.4085	7.6734	7.4519	7.756	7.8067	7.1718	7.913	7.607	8.0051	8.1888	7.7695	8.1107	8.1521	8.0607	7.8043	8.0227	7.9795	7.325	7.7643	8.2908	8.0977	7.7943	7.9027	7.1957	7.3421	7.1661	7.7149	8.3308	8.1746	7.9362	7.9641	7.7015	7.7652	8.3114	8.0307	7.5738	8.41	8.1147	8.2028	7.5782	7.4516	8.061	8.1764	7.5045	7.5606	7.6852	7.6602	8.0361	8.0749	7.9525	7.7987	7.3734	7.1692	7.7413	7.6477	7.2236	7.3166	7.7649	7.773	8.3562	8.2968	7.8358	8.0636	7.8969	7.9768	7.512	7.9156	7.9344	7.8655	8.0491	7.6286	7.5333	8.2926	7.7981	7.8899	7.627	7.7516	7.5589	7.7181	7.4194	7.2097	8.0186	7.8711	7.6078	7.6498	7.7806	7.8319	7.6852	7.422	8.1288	8.096	7.7296	7.8216	7.3861	7.5552	7.6171	7.5355	7.5799	7.7237	7.7006	7.523
